"TimeUTC","timestampInMs","requestPath","requestMethod","responseStatusCode","requestId","requestUserAgent","level","environment","branch","vercelCache","type","function","host","deploymentDomain","deploymentId","durationMs","region","maxMemoryUsed","memorySize","message","projectId"
"2025-01-22 08:46:36",1737535596053,"airbnb-backend-topaz.vercel.app/favicon.ico","GET",-1,"47nb9-1737535595472-99d5f91481df","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","error","production","main","MISS","lambda","/server.js","airbnb-backend-topaz.vercel.app","airbnb-backend-topaz.vercel.app","dpl_7DEnM6Ujg3GW3VgMmYLwWYQvohPa",-1,"iad1",-1,-1,"Cannot find module './mongoDb/db'
Require stack:
- /var/task/server.js
Did you forget to add it to ""dependencies"" in `package.json`?
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.","prj_BWk5theEZylBmwWRBVrSUrs6IRdq"
"2025-01-22 08:46:35",1737535595579,"airbnb-backend-topaz.vercel.app/favicon.ico","GET",500,"47nb9-1737535595472-99d5f91481df","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","error","production","main","MISS","lambda","/server.js","airbnb-backend-topaz.vercel.app","airbnb-backend-topaz.vercel.app","dpl_7DEnM6Ujg3GW3VgMmYLwWYQvohPa",458,"iad1",86,1024,"","prj_BWk5theEZylBmwWRBVrSUrs6IRdq"
"2025-01-22 08:46:34",1737535594916,"airbnb-backend-topaz.vercel.app/api/listings","GET",-1,"mc7c8-1737535594321-a00ee0e5948b","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","error","production","main","MISS","lambda","/server.js","airbnb-backend-topaz.vercel.app","airbnb-backend-topaz.vercel.app","dpl_7DEnM6Ujg3GW3VgMmYLwWYQvohPa",-1,"iad1",-1,-1,"Cannot find module './mongoDb/db'
Require stack:
- /var/task/server.js
Did you forget to add it to ""dependencies"" in `package.json`?
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.","prj_BWk5theEZylBmwWRBVrSUrs6IRdq"
"2025-01-22 08:46:34",1737535594424,"airbnb-backend-topaz.vercel.app/api/listings","GET",500,"mc7c8-1737535594321-a00ee0e5948b","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","error","production","main","MISS","lambda","/server.js","airbnb-backend-topaz.vercel.app","airbnb-backend-topaz.vercel.app","dpl_7DEnM6Ujg3GW3VgMmYLwWYQvohPa",466,"iad1",87,1024,"","prj_BWk5theEZylBmwWRBVrSUrs6IRdq"
"2025-01-22 08:45:51",1737535551726,"airbnb-backend-topaz.vercel.app/favicon.ico","GET",-1,"lzswq-1737535551143-aae974d32214","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","error","production","main","MISS","lambda","/server.js","airbnb-backend-topaz.vercel.app","airbnb-backend-topaz.vercel.app","dpl_7DEnM6Ujg3GW3VgMmYLwWYQvohPa",-1,"iad1",-1,-1,"Cannot find module './mongoDb/db'
Require stack:
- /var/task/server.js
Did you forget to add it to ""dependencies"" in `package.json`?
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.","prj_BWk5theEZylBmwWRBVrSUrs6IRdq"
"2025-01-22 08:45:51",1737535551249,"airbnb-backend-topaz.vercel.app/favicon.ico","GET",500,"lzswq-1737535551143-aae974d32214","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","error","production","main","MISS","lambda","/server.js","airbnb-backend-topaz.vercel.app","airbnb-backend-topaz.vercel.app","dpl_7DEnM6Ujg3GW3VgMmYLwWYQvohPa",453,"iad1",86,1024,"","prj_BWk5theEZylBmwWRBVrSUrs6IRdq"
"2025-01-22 08:45:50",1737535550582,"airbnb-backend-topaz.vercel.app/","GET",-1,"nmqb6-1737535550003-947d58d1edd0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","error","production","main","MISS","lambda","/server.js","airbnb-backend-topaz.vercel.app","airbnb-backend-topaz.vercel.app","dpl_7DEnM6Ujg3GW3VgMmYLwWYQvohPa",-1,"iad1",-1,-1,"Cannot find module './mongoDb/db'
Require stack:
- /var/task/server.js
Did you forget to add it to ""dependencies"" in `package.json`?
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.","prj_BWk5theEZylBmwWRBVrSUrs6IRdq"
"2025-01-22 08:45:50",1737535550109,"airbnb-backend-topaz.vercel.app/","GET",500,"nmqb6-1737535550003-947d58d1edd0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","error","production","main","MISS","lambda","/server.js","airbnb-backend-topaz.vercel.app","airbnb-backend-topaz.vercel.app","dpl_7DEnM6Ujg3GW3VgMmYLwWYQvohPa",449,"iad1",86,1024,"","prj_BWk5theEZylBmwWRBVrSUrs6IRdq"
"2025-01-22 08:40:54",1737535254381,"airbnb-backend-git-main-abdullah-masoods-projects-f589f895.vercel.app/","GET",-1,"7pnk4-1737535253802-62ead63381eb","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36","error","production","main","MISS","lambda","/server.js","airbnb-backend-git-main-abdullah-masoods-projects-f589f895.vercel.app","airbnb-backend-git-main-abdullah-masoods-projects-f589f895.vercel.app","dpl_7DEnM6Ujg3GW3VgMmYLwWYQvohPa",-1,"iad1",-1,-1,"Cannot find module './mongoDb/db'
Require stack:
- /var/task/server.js
Did you forget to add it to ""dependencies"" in `package.json`?
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.","prj_BWk5theEZylBmwWRBVrSUrs6IRdq"
"2025-01-22 08:40:53",1737535253903,"airbnb-backend-git-main-abdullah-masoods-projects-f589f895.vercel.app/","GET",500,"7pnk4-1737535253802-62ead63381eb","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36","error","production","main","MISS","lambda","/server.js","airbnb-backend-git-main-abdullah-masoods-projects-f589f895.vercel.app","airbnb-backend-git-main-abdullah-masoods-projects-f589f895.vercel.app","dpl_7DEnM6Ujg3GW3VgMmYLwWYQvohPa",459,"iad1",86,1024,"","prj_BWk5theEZylBmwWRBVrSUrs6IRdq"
"2025-01-22 08:40:48",1737535248822,"airbnb-backend-git-main-abdullah-masoods-projects-f589f895.vercel.app/favicon.ico","GET",-1,"ctckx-1737535248180-a19b5451ed58","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","error","production","main","MISS","lambda","/server.js","airbnb-backend-git-main-abdullah-masoods-projects-f589f895.vercel.app","airbnb-backend-git-main-abdullah-masoods-projects-f589f895.vercel.app","dpl_7DEnM6Ujg3GW3VgMmYLwWYQvohPa",-1,"iad1",-1,-1,"Cannot find module './mongoDb/db'
Require stack:
- /var/task/server.js
Did you forget to add it to ""dependencies"" in `package.json`?
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.","prj_BWk5theEZylBmwWRBVrSUrs6IRdq"
"2025-01-22 08:40:48",1737535248285,"airbnb-backend-git-main-abdullah-masoods-projects-f589f895.vercel.app/favicon.ico","GET",500,"ctckx-1737535248180-a19b5451ed58","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","error","production","main","MISS","lambda","/server.js","airbnb-backend-git-main-abdullah-masoods-projects-f589f895.vercel.app","airbnb-backend-git-main-abdullah-masoods-projects-f589f895.vercel.app","dpl_7DEnM6Ujg3GW3VgMmYLwWYQvohPa",515,"iad1",87,1024,"","prj_BWk5theEZylBmwWRBVrSUrs6IRdq"
"2025-01-22 08:40:47",1737535247658,"airbnb-backend-git-main-abdullah-masoods-projects-f589f895.vercel.app/","GET",-1,"hx9dl-1737535247059-cc6915af03f8","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","error","production","main","MISS","lambda","/server.js","airbnb-backend-git-main-abdullah-masoods-projects-f589f895.vercel.app","airbnb-backend-git-main-abdullah-masoods-projects-f589f895.vercel.app","dpl_7DEnM6Ujg3GW3VgMmYLwWYQvohPa",-1,"iad1",-1,-1,"Cannot find module './mongoDb/db'
Require stack:
- /var/task/server.js
Did you forget to add it to ""dependencies"" in `package.json`?
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.","prj_BWk5theEZylBmwWRBVrSUrs6IRdq"
"2025-01-22 08:40:47",1737535247166,"airbnb-backend-git-main-abdullah-masoods-projects-f589f895.vercel.app/","GET",500,"hx9dl-1737535247059-cc6915af03f8","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","error","production","main","MISS","lambda","/server.js","airbnb-backend-git-main-abdullah-masoods-projects-f589f895.vercel.app","airbnb-backend-git-main-abdullah-masoods-projects-f589f895.vercel.app","dpl_7DEnM6Ujg3GW3VgMmYLwWYQvohPa",472,"iad1",87,1024,"","prj_BWk5theEZylBmwWRBVrSUrs6IRdq"
"2025-01-22 08:40:42",1737535242362,"airbnb-backend-topaz.vercel.app/favicon.ico","GET",-1,"zn49n-1737535241793-7aa90de8a84c","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","error","production","main","MISS","lambda","/server.js","airbnb-backend-topaz.vercel.app","airbnb-backend-topaz.vercel.app","dpl_7DEnM6Ujg3GW3VgMmYLwWYQvohPa",-1,"iad1",-1,-1,"Cannot find module './mongoDb/db'
Require stack:
- /var/task/server.js
Did you forget to add it to ""dependencies"" in `package.json`?
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.","prj_BWk5theEZylBmwWRBVrSUrs6IRdq"
"2025-01-22 08:40:41",1737535241893,"airbnb-backend-topaz.vercel.app/favicon.ico","GET",500,"zn49n-1737535241793-7aa90de8a84c","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","error","production","main","MISS","lambda","/server.js","airbnb-backend-topaz.vercel.app","airbnb-backend-topaz.vercel.app","dpl_7DEnM6Ujg3GW3VgMmYLwWYQvohPa",450,"iad1",86,1024,"","prj_BWk5theEZylBmwWRBVrSUrs6IRdq"
"2025-01-22 08:40:41",1737535241320,"airbnb-backend-topaz.vercel.app/","GET",-1,"k5m52-1737535240735-04da2b1d2d66","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","error","production","main","MISS","lambda","/server.js","airbnb-backend-topaz.vercel.app","airbnb-backend-topaz.vercel.app","dpl_7DEnM6Ujg3GW3VgMmYLwWYQvohPa",-1,"iad1",-1,-1,"Cannot find module './mongoDb/db'
Require stack:
- /var/task/server.js
Did you forget to add it to ""dependencies"" in `package.json`?
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.","prj_BWk5theEZylBmwWRBVrSUrs6IRdq"
"2025-01-22 08:40:40",1737535240841,"airbnb-backend-topaz.vercel.app/","GET",500,"k5m52-1737535240735-04da2b1d2d66","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","error","production","main","MISS","lambda","/server.js","airbnb-backend-topaz.vercel.app","airbnb-backend-topaz.vercel.app","dpl_7DEnM6Ujg3GW3VgMmYLwWYQvohPa",459,"iad1",87,1024,"","prj_BWk5theEZylBmwWRBVrSUrs6IRdq"
"2025-01-22 08:40:19",1737535219979,"airbnb-backend-k3inpjxv1-abdullah-masoods-projects-f589f895.vercel.app/favicon.ico","GET",-1,"7mftj-1737535219410-cb4227d11f22","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","error","production","main","MISS","lambda","/server.js","airbnb-backend-k3inpjxv1-abdullah-masoods-projects-f589f895.vercel.app","airbnb-backend-k3inpjxv1-abdullah-masoods-projects-f589f895.vercel.app","dpl_7DEnM6Ujg3GW3VgMmYLwWYQvohPa",-1,"iad1",-1,-1,"Cannot find module './mongoDb/db'
Require stack:
- /var/task/server.js
Did you forget to add it to ""dependencies"" in `package.json`?
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.","prj_BWk5theEZylBmwWRBVrSUrs6IRdq"
"2025-01-22 08:40:19",1737535219508,"airbnb-backend-k3inpjxv1-abdullah-masoods-projects-f589f895.vercel.app/favicon.ico","GET",500,"7mftj-1737535219410-cb4227d11f22","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","error","production","main","MISS","lambda","/server.js","airbnb-backend-k3inpjxv1-abdullah-masoods-projects-f589f895.vercel.app","airbnb-backend-k3inpjxv1-abdullah-masoods-projects-f589f895.vercel.app","dpl_7DEnM6Ujg3GW3VgMmYLwWYQvohPa",456,"iad1",86,1024,"","prj_BWk5theEZylBmwWRBVrSUrs6IRdq"
"2025-01-22 08:40:19",1737535219141,"airbnb-backend-k3inpjxv1-abdullah-masoods-projects-f589f895.vercel.app/","GET",-1,"k2v7w-1737535218567-56af3daa4ca9","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","error","production","main","MISS","lambda","/server.js","airbnb-backend-k3inpjxv1-abdullah-masoods-projects-f589f895.vercel.app","airbnb-backend-k3inpjxv1-abdullah-masoods-projects-f589f895.vercel.app","dpl_7DEnM6Ujg3GW3VgMmYLwWYQvohPa",-1,"iad1",-1,-1,"Cannot find module './mongoDb/db'
Require stack:
- /var/task/server.js
Did you forget to add it to ""dependencies"" in `package.json`?
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.","prj_BWk5theEZylBmwWRBVrSUrs6IRdq"
"2025-01-22 08:40:18",1737535218664,"airbnb-backend-k3inpjxv1-abdullah-masoods-projects-f589f895.vercel.app/","GET",500,"k2v7w-1737535218567-56af3daa4ca9","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","error","production","main","MISS","lambda","/server.js","airbnb-backend-k3inpjxv1-abdullah-masoods-projects-f589f895.vercel.app","airbnb-backend-k3inpjxv1-abdullah-masoods-projects-f589f895.vercel.app","dpl_7DEnM6Ujg3GW3VgMmYLwWYQvohPa",458,"iad1",87,1024,"","prj_BWk5theEZylBmwWRBVrSUrs6IRdq"
"2025-01-22 08:38:57",1737535137974,"airbnb-backend-topaz.vercel.app/favicon.ico","GET",-1,"gmkf5-1737535137147-602eeafaa7ff","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","error","production","main","MISS","lambda","/server.js","airbnb-backend-topaz.vercel.app","airbnb-backend-topaz.vercel.app","dpl_7DEnM6Ujg3GW3VgMmYLwWYQvohPa",-1,"iad1",-1,-1,"Cannot find module './mongoDb/db'
Require stack:
- /var/task/server.js
Did you forget to add it to ""dependencies"" in `package.json`?
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.","prj_BWk5theEZylBmwWRBVrSUrs6IRdq"
"2025-01-22 08:38:57",1737535137504,"airbnb-backend-topaz.vercel.app/favicon.ico","GET",500,"gmkf5-1737535137147-602eeafaa7ff","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","error","production","main","MISS","lambda","/server.js","airbnb-backend-topaz.vercel.app","airbnb-backend-topaz.vercel.app","dpl_7DEnM6Ujg3GW3VgMmYLwWYQvohPa",455,"iad1",86,1024,"","prj_BWk5theEZylBmwWRBVrSUrs6IRdq"
"2025-01-22 08:38:56",1737535136724,"airbnb-backend-topaz.vercel.app/","GET",-1,"r86x9-1737535135661-c10db1625819","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","error","production","main","MISS","lambda","/server.js","airbnb-backend-topaz.vercel.app","airbnb-backend-topaz.vercel.app","dpl_7DEnM6Ujg3GW3VgMmYLwWYQvohPa",-1,"iad1",-1,-1,"Cannot find module './mongoDb/db'
Require stack:
- /var/task/server.js
Did you forget to add it to ""dependencies"" in `package.json`?
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.","prj_BWk5theEZylBmwWRBVrSUrs6IRdq"
"2025-01-22 08:38:56",1737535136251,"airbnb-backend-topaz.vercel.app/","GET",500,"r86x9-1737535135661-c10db1625819","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","error","production","main","MISS","lambda","/server.js","airbnb-backend-topaz.vercel.app","airbnb-backend-topaz.vercel.app","dpl_7DEnM6Ujg3GW3VgMmYLwWYQvohPa",457,"iad1",86,1024,"","prj_BWk5theEZylBmwWRBVrSUrs6IRdq"
"2025-01-22 08:37:43",1737535063579,"airbnb-backend-k3inpjxv1-abdullah-masoods-projects-f589f895.vercel.app/favicon.png","GET",-1,"6ljck-1737535063076-e6e448b0b2a1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0","error","production","main","MISS","lambda","/server.js","airbnb-backend-k3inpjxv1-abdullah-masoods-projects-f589f895.vercel.app","airbnb-backend-k3inpjxv1-abdullah-masoods-projects-f589f895.vercel.app","dpl_7DEnM6Ujg3GW3VgMmYLwWYQvohPa",-1,"iad1",-1,-1,"Cannot find module './mongoDb/db'
Require stack:
- /var/task/server.js
Did you forget to add it to ""dependencies"" in `package.json`?
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.","prj_BWk5theEZylBmwWRBVrSUrs6IRdq"
